name,nametype,class,mass (g),discovery,year
Grove Mountains 022237,Valid,L6,14.11,Found,2003.0
Grove Mountains 022239,Valid,L6,8.48,Found,2003.0
Grove Mountains 022240,Valid,L5,6.35,Found,2003.0
Grove Mountains 022241,Valid,L6,3.34,Found,2003.0
Grove Mountains 022243,Valid,L5 ,2.06,Found,2003.0
Grove Mountains 022247,Valid,L6,1.54,Found,2003.0
Grove Mountains 022248,Valid,L6,4.22,Found,2003.0
Grove Mountains 022250,Valid,L6,2.19,Found,2003.0
Grove Mountains 022252,Valid,L6,1.77,Found,2003.0
Grove Mountains 022253,Valid,L5,3.19,Found,2003.0
Grove Mountains 022254,Valid,L6,2.62,Found,2003.0
Grove Mountains 022255,Valid,L5,2.18,Found,2003.0
Grove Mountains 022258,Valid,L5,5.45,Found,2003.0
Grove Mountains 022259,Valid,L6,3.45,Found,2003.0
Grove Mountains 022260,Valid,L5,2.53,Found,2003.0
Grove Mountains 022261,Valid,L6,2.44,Found,2003.0
Grove Mountains 022265,Valid,L6,2.18,Found,2003.0
Grove Mountains 022268,Valid,L6,8.45,Found,2003.0
Grove Mountains 022269,Valid,L6,8.84,Found,2003.0
Grove Mountains 022271,Valid,L6,5.94,Found,2003.0
Grove Mountains 022273,Valid,L6,3.42,Found,2003.0
Grove Mountains 022274,Valid,L6,3.21,Found,2003.0
Grove Mountains 022276,Valid,L6,2.09,Found,2003.0
Grove Mountains 022280,Valid,L6,6.38,Found,2003.0
Grove Mountains 022281,Valid,L6,4.09,Found,2003.0
Grove Mountains 022282,Valid,L6,43.3,Found,2003.0
Grove Mountains 022283,Valid,L6,8.4,Found,2003.0
Grove Mountains 022284,Valid,L5,11.92,Found,2003.0
Grove Mountains 022285,Valid,L5,37.06,Found,2003.0
Grove Mountains 022287,Valid,L5,11.07,Found,2003.0
Grove Mountains 022288,Valid,L6,33.02,Found,2003.0
Grove Mountains 022289,Valid,L6,38.14,Found,2003.0
Grove Mountains 022291,Valid,L5,12.24,Found,2003.0
Grove Mountains 022294,Valid,L4,1.19,Found,2003.0
Grove Mountains 022295,Valid,L5,1.3,Found,2003.0
Grove Mountains 022296,Valid,L5,1.57,Found,2003.0
Grove Mountains 022297,Valid,L6,1.52,Found,2003.0
Grove Mountains 022298,Valid,L6,1.02,Found,2003.0
Grove Mountains 022301,Valid,L6,1.02,Found,2003.0
Grove Mountains 022305,Valid,L6,0.59,Found,2003.0
Grove Mountains 022306,Valid,L6,0.81,Found,2003.0
Grove Mountains 022307,Valid,L5,0.44,Found,2003.0
Grove Mountains 022308,Valid,L6,0.6,Found,2003.0
Grove Mountains 022310,Valid,L5,0.47,Found,2003.0
Grove Mountains 022311,Valid,L5,0.45,Found,2003.0
Grove Mountains 022317,Valid,L6,13.41,Found,2003.0
Grove Mountains 022318,Valid,L6,5.79,Found,2003.0
Grove Mountains 022319,Valid,L6,4.53,Found,2003.0
Grove Mountains 022321,Valid,L6,2.16,Found,2003.0
Grove Mountains 022325,Valid,L6,1.01,Found,2003.0
Grove Mountains 022326,Valid,L6 ,1.0,Found,2003.0
Grove Mountains 022327,Valid,L6,0.69,Found,2003.0
Grove Mountains 022334,Valid,L6,2.2,Found,2003.0
Grove Mountains 022337,Valid,L6,1.2,Found,2003.0
Grove Mountains 022343,Valid,L6,0.61,Found,2003.0
Grove Mountains 022344,Valid,L6,0.47,Found,2003.0
Grove Mountains 022346,Valid,L6,0.44,Found,2003.0
Grove Mountains 022347,Valid,L5,0.48,Found,2003.0
Grove Mountains 022348,Valid,L5,0.47,Found,2003.0
Grove Mountains 022355,Valid,L6,1.6,Found,2003.0
Grove Mountains 022356,Valid,L5,1.31,Found,2003.0
Grove Mountains 022357,Valid,L6,1.22,Found,2003.0
Grove Mountains 022359,Valid,L6,1.2,Found,2003.0
Grove Mountains 022360,Valid,L6,0.92,Found,2003.0
Grove Mountains 022361,Valid,L6,0.66,Found,2003.0
Grove Mountains 022365,Valid,L5,0.56,Found,2003.0
Grove Mountains 022369,Valid,L5,0.65,Found,2003.0
Grove Mountains 022387,Valid,L5,2.26,Found,2003.0
Grove Mountains 022388,Valid,L5,18.15,Found,2003.0
Grove Mountains 022389,Valid,L6,4.56,Found,2003.0
Grove Mountains 022390,Valid,L5,4.53,Found,2003.0
Grove Mountains 022392,Valid,L6 ,2.58,Found,2003.0
Grove Mountains 022395,Valid,L6,2.06,Found,2003.0
Grove Mountains 022398,Valid,L6,0.98,Found,2003.0
Grove Mountains 022402,Valid,L6,63.22,Found,2003.0
Grove Mountains 022404,Valid,L6,6.85,Found,2003.0
Grove Mountains 022405,Valid,L5,6.38,Found,2003.0
Grove Mountains 022406,Valid,L6,2.53,Found,2003.0
Grove Mountains 022407,Valid,L6,25.99,Found,2003.0
Grove Mountains 022408,Valid,L5,29.05,Found,2003.0
Grove Mountains 022411,Valid,L6,8.28,Found,2003.0
Grove Mountains 022412,Valid,L6,6.08,Found,2003.0
Grove Mountains 022413,Valid,L5,4.31,Found,2003.0
Grove Mountains 022414,Valid,L5,5.53,Found,2003.0
Grove Mountains 022416,Valid,L5,4.13,Found,2003.0
Grove Mountains 022420,Valid,L6,1.78,Found,2003.0
Grove Mountains 022424,Valid,L4,1.22,Found,2003.0
Grove Mountains 022426,Valid,L5,0.97,Found,2003.0
Grove Mountains 022434,Valid,L6,1.22,Found,2003.0
Grove Mountains 022435,Valid,L6,0.92,Found,2003.0
Grove Mountains 022442,Valid,L6,0.65,Found,2003.0
Grove Mountains 022443,Valid,L5,720.9,Found,2003.0
Grove Mountains 022444,Valid,L5,679.2,Found,2003.0
Grove Mountains 022445,Valid,L6,115.76,Found,2003.0
Grove Mountains 022446,Valid,L5,97.22,Found,2003.0
Grove Mountains 022447,Valid,L6,81.16,Found,2003.0
Grove Mountains 022448,Valid,L5,62.35,Found,2003.0
Grove Mountains 022449,Valid,L6,31.93,Found,2003.0
Grove Mountains 022450,Valid,L5,27.11,Found,2003.0
Grove Mountains 022452,Valid,L6,21.25,Found,2003.0
Grove Mountains 022453,Valid,L6,16.27,Found,2003.0
Grove Mountains 022454,Valid,L5,16.77,Found,2003.0
Grove Mountains 022455,Valid,L3,14.75,Found,2003.0
Grove Mountains 022456,Valid,L5,10.05,Found,2003.0
Grove Mountains 022460,Valid,L5,14.7,Found,2003.0
Grove Mountains 022461,Valid,L6,3.33,Found,2003.0
Grove Mountains 022463,Valid,L5,6.46,Found,2003.0
Grove Mountains 022466,Valid,L5,1.81,Found,2003.0
Grove Mountains 022495,Valid,L6,0.45,Found,2003.0
Grove Mountains 022542,Valid,L6,3.28,Found,2003.0
Grove Mountains 022544,Valid,L5,3.28,Found,2003.0
Grove Mountains 022545,Valid,L6,2.2,Found,2003.0
Grove Mountains 022555,Valid,L5 ,1.15,Found,2003.0
Grove Mountains 022559,Valid,L5,2.61,Found,2003.0
Grove Mountains 022569,Valid,L6,0.6,Found,2003.0
Grove Mountains 022593,Valid,L6,0.97,Found,2003.0
Grove Mountains 022596,Valid,L6,0.66,Found,2003.0
Grove Mountains 022598,Valid,L6,0.69,Found,2003.0
Grove Mountains 022599,Valid,L6,0.55,Found,2003.0
Grove Mountains 022600,Valid,L6 ,0.81,Found,2003.0
Grove Mountains 022602,Valid,L5,0.47,Found,2003.0
Grove Mountains 022604,Valid,L6,0.48,Found,2003.0
Grove Mountains 022611,Valid,L6,1.05,Found,2003.0
Grove Mountains 022612,Valid,L5,1.55,Found,2003.0
Grove Mountains 022618,Valid,L6,1.36,Found,2003.0
Grove Mountains 022619,Valid,L6,0.59,Found,2003.0
Grove Mountains 022620,Valid,L6,0.68,Found,2003.0
Grove Mountains 022622,Valid,L6,1.5,Found,2003.0
Grove Mountains 022623,Valid,L6,0.56,Found,2003.0
Grove Mountains 022627,Valid,L6,0.82,Found,2003.0
Grove Mountains 022629,Valid,L6,0.48,Found,2003.0
Grove Mountains 022631,Valid,L6,0.6,Found,2003.0
Grove Mountains 022632,Valid,L6,1.16,Found,2003.0
Grove Mountains 022633,Valid,L5,0.68,Found,2003.0
Grove Mountains 022634,Valid,L6,1.05,Found,2003.0
Grove Mountains 022636,Valid,L6,0.89,Found,2003.0
Grove Mountains 022638,Valid,L6,0.55,Found,2003.0
Grove Mountains 022640,Valid,L6,0.82,Found,2003.0
Grove Mountains 022646,Valid,L6,0.47,Found,2003.0
Grove Mountains 022650,Valid,L6,0.55,Found,2003.0
Grove Mountains 022651,Valid,L5,0.63,Found,2003.0
Grove Mountains 022661,Valid,L6,0.59,Found,2003.0
Grove Mountains 022662,Valid,L5,0.69,Found,2003.0
Grove Mountains 022711,Valid,L5,0.69,Found,2003.0
Grove Mountains 022718,Valid,L6,0.47,Found,2003.0
Grove Mountains 022726,Valid,L5,0.59,Found,2003.0
Grove Mountains 022741,Valid,L6,0.56,Found,2003.0
Grove Mountains 022775,Valid,L6,40.56,Found,2003.0
Grove Mountains 022776,Valid,L6,14.56,Found,2003.0
Grove Mountains 022777,Valid,L6,10.42,Found,2003.0
Grove Mountains 022778,Valid,L6,10.24,Found,2003.0
Grove Mountains 022781,Valid,L6,6.58,Found,2003.0
Grove Mountains 022782,Valid,L5,6.17,Found,2003.0
Grove Mountains 022784,Valid,L5,2.48,Found,2003.0
Grove Mountains 022785,Valid,L6,17.9,Found,2003.0
Grove Mountains 022786,Valid,L5,8.36,Found,2003.0
Grove Mountains 022804,Valid,L5,1.57,Found,2003.0
Grove Mountains 022805,Valid,L5,0.83,Found,2003.0
Grove Mountains 022811,Valid,L6,0.47,Found,2003.0
Grove Mountains 022822,Valid,L5,0.98,Found,2003.0
Grove Mountains 022823,Valid,L6,0.69,Found,2003.0
Grove Mountains 022827,Valid,L5,0.64,Found,2003.0
Grove Mountains 022891,Valid,L6,2.49,Found,2003.0
Grove Mountains 022904,Valid,L6,6.64,Found,2003.0
Grove Mountains 022910,Valid,L5,10.12,Found,2003.0
Grove Mountains 022911,Valid,L6,4.25,Found,2003.0
Grove Mountains 022912,Valid,L6,8.5,Found,2003.0
Grove Mountains 022913,Valid,L6,6.63,Found,2003.0
Grove Mountains 022916,Valid,L5,3.48,Found,2003.0
Grove Mountains 022919,Valid,L6,8.1,Found,2003.0
Grove Mountains 022924,Valid,L4,3.44,Found,2003.0
Grove Mountains 022933,Valid,L5,3.45,Found,2003.0
Grove Mountains 022936,Valid,L6,1.54,Found,2003.0
Grove Mountains 022941,Valid,L5,0.83,Found,2003.0
Grove Mountains 023035,Valid,L6 ,0.69,Found,2003.0
Grove Mountains 023046,Valid,L5,0.56,Found,2003.0
Grove Mountains 023098,Valid,L4,0.92,Found,2003.0
Grove Mountains 023100,Valid,L6,2.11,Found,2003.0
Grove Mountains 023101,Valid,L6,1.07,Found,2003.0
Grove Mountains 023105,Valid,L5,1.29,Found,2003.0
Grove Mountains 023107,Valid,L6,1.08,Found,2003.0
Grove Mountains 023110,Valid,L5,1.2,Found,2003.0
Grove Mountains 023115,Valid,L5,0.99,Found,2003.0
Grove Mountains 023117,Valid,L6,1.31,Found,2003.0
Grove Mountains 023118,Valid,L6,0.85,Found,2003.0
Grove Mountains 023124,Valid,L6,0.61,Found,2003.0
Grove Mountains 023125,Valid,L6,0.61,Found,2003.0
Grove Mountains 023132,Valid,L6,0.61,Found,2003.0
Grove Mountains 023133,Valid,L5,0.64,Found,2003.0
Grove Mountains 023138,Valid,L4,4.52,Found,2003.0
Grove Mountains 023140,Valid,L5,2.16,Found,2003.0
Grove Mountains 023141,Valid,L4,1.79,Found,2003.0
Grove Mountains 023144,Valid,L4,0.99,Found,2003.0
Grove Mountains 023145,Valid,L6,0.82,Found,2003.0
Grove Mountains 023146,Valid,L6,0.84,Found,2003.0
Grove Mountains 023149,Valid,L6,603.7,Found,2003.0
Grove Mountains 023152,Valid,L6,1.8,Found,2003.0
Grove Mountains 023165,Valid,L6,9.75,Found,2003.0
Grove Mountains 023167,Valid,L6,8.08,Found,2003.0
Grove Mountains 023170,Valid,L5,4.47,Found,2003.0
Grove Mountains 023172,Valid,L5,2.44,Found,2003.0
Grove Mountains 023224,Valid,L6,0.65,Found,2003.0
Grove Mountains 023244,Valid,L6,2.45,Found,2003.0
Grove Mountains 023246,Valid,L6,0.9,Found,2003.0
Grove Mountains 023248,Valid,L6,1.22,Found,2003.0
Grove Mountains 023261,Valid,L6,1.22,Found,2003.0
Grove Mountains 023270,Valid,L6,0.47,Found,2003.0
Grove Mountains 023289,Valid,L6,0.55,Found,2003.0
Grove Mountains 023298,Valid,L6,0.55,Found,2003.0
Grove Mountains 023299,Valid,L6,0.48,Found,2003.0
Grove Mountains 023301,Valid,L6,5.71,Found,2003.0
Grove Mountains 023302,Valid,L5,3.2,Found,2003.0
Grove Mountains 023306,Valid,L6,0.52,Found,2003.0
Grove Mountains 023311,Valid,L6,21.43,Found,2003.0
Grove Mountains 023312,Valid,L5,2.47,Found,2003.0
Grove Mountains 023535,Valid,L5,0.45,Found,2003.0
Grove Mountains 023542,Valid,L5,0.47,Found,2003.0
Grove Mountains 023550,Valid,L5,0.46,Found,2003.0
Grove Mountains 023554,Valid,L5,0.48,Found,2003.0
Grove Mountains 023561,Valid,L5,0.7,Found,2003.0
Grove Mountains 023563,Valid,L5,0.55,Found,2003.0
Grove Mountains 023566,Valid,L5,0.64,Found,2003.0
Grove Mountains 023571,Valid,L5,0.48,Found,2003.0
Grove Mountains 023576,Valid,L5,0.82,Found,2003.0
Grove Mountains 023578,Valid,L6,0.47,Found,2003.0
Grove Mountains 023583,Valid,L5,0.59,Found,2003.0
Grove Mountains 023586,Valid,L4,8.27,Found,2003.0
Grove Mountains 023589,Valid,L5,1.57,Found,2003.0
Grove Mountains 023593,Valid,L5,1.85,Found,2003.0
Grove Mountains 023594,Valid,L5,1.2,Found,2003.0
Grove Mountains 023595,Valid,L6,1.0,Found,2003.0
Grove Mountains 023598,Valid,L5,1.15,Found,2003.0
Grove Mountains 023600,Valid,L6,1.06,Found,2003.0
Grove Mountains 023601,Valid,L6,2.46,Found,2003.0
Grove Mountains 023608,Valid,L5 ,1.08,Found,2003.0
Grove Mountains 023609,Valid,L5,0.88,Found,2003.0
Grove Mountains 023610,Valid,L5,0.83,Found,2003.0
Grove Mountains 023611,Valid,L5,1.72,Found,2003.0
Grove Mountains 023613,Valid,L5,0.98,Found,2003.0
Grove Mountains 023711,Valid,L6,0.46,Found,2003.0
Grove Mountains 023714,Valid,L5,0.6,Found,2003.0
Grove Mountains 023732,Valid,L5,0.56,Found,2003.0
Grove Mountains 023735,Valid,L5,0.56,Found,2003.0
Grove Mountains 023754,Valid,L5,3.36,Found,2003.0
Grove Mountains 023756,Valid,L5,2.09,Found,2003.0
Grove Mountains 023757,Valid,L5,1.81,Found,2003.0
Grove Mountains 023758,Valid,L6,1.35,Found,2003.0
Grove Mountains 023759,Valid,L6,1.28,Found,2003.0
Grove Mountains 023760,Valid,L4,1.05,Found,2003.0
Grove Mountains 023761,Valid,L6 ,0.81,Found,2003.0
Grove Mountains 023763,Valid,L5 ,0.87,Found,2003.0
Grove Mountains 023771,Valid,L5,5.1,Found,2003.0
Grove Mountains 023776,Valid,L5,0.66,Found,2003.0
Grove Mountains 023778,Valid,L6,1.02,Found,2003.0
Grove Mountains 023779,Valid,L6,1.09,Found,2003.0
Grove Mountains 023780,Valid,L5,0.56,Found,2003.0
Grove Mountains 023781,Valid,L5,0.9,Found,2003.0
Grove Mountains 023783,Valid,L6,0.48,Found,2003.0
Grove Mountains 023784,Valid,L5,0.66,Found,2003.0
Grove Mountains 023787,Valid,L5,0.61,Found,2003.0
Grove Mountains 023789,Valid,L5,0.61,Found,2003.0
Grove Mountains 023791,Valid,L5,0.6,Found,2003.0
Grove Mountains 023819,Valid,L5,0.47,Found,2003.0
Grove Mountains 023895,Valid,L6,0.46,Found,2003.0
Grove Mountains 023899,Valid,L5,0.46,Found,2003.0
Grove Mountains 024006,Valid,L6,0.6,Found,2003.0
Grove Mountains 024007,Valid,L5,0.8,Found,2003.0
Grove Mountains 024008,Valid,L5,0.85,Found,2003.0
Grove Mountains 024009,Valid,L5,0.85,Found,2003.0
Grove Mountains 024016,Valid,L5,1.06,Found,2003.0
Grove Mountains 024061,Valid,L5,8.24,Found,2003.0
Grove Mountains 024131,Valid,L5,1.58,Found,2003.0
Grove Mountains 024153,Valid,L6,1.54,Found,2003.0
Grove Mountains 024240,Valid,L6,1.56,Found,2003.0
Grove Mountains 024241,Valid,L6,0.91,Found,2003.0
Grove Mountains 024242,Valid,L6,1.73,Found,2003.0
Grove Mountains 024244,Valid,L6,0.65,Found,2003.0
Grove Mountains 024247,Valid,L5,0.48,Found,2003.0
Grove Mountains 024248,Valid,L6,0.88,Found,2003.0
Grove Mountains 024251,Valid,L6,0.87,Found,2003.0
Grove Mountains 024258,Valid,L6,0.56,Found,2003.0
Grove Mountains 024259,Valid,L5,0.45,Found,2003.0
Grove Mountains 024262,Valid,L5,0.45,Found,2003.0
Grove Mountains 024447,Valid,L5,8.52,Found,2003.0
Grove Mountains 050001,Valid,L3,2.41,Found,2005.0
Grove Mountains 050002,Valid,L3,2.03,Found,2006.0
Grove Mountains 050005,Valid,L4,1.15,Found,2006.0
Grove Mountains 050006,Valid,L3,2.6,Found,2006.0
Grove Mountains 050008,Valid,L4,1.82,Found,2006.0
Grove Mountains 050012,Valid,L3,0.8,Found,2006.0
Grove Mountains 050013,Valid,L6,1.13,Found,2006.0
Grove Mountains 050015,Valid,L3,2.23,Found,2006.0
Grove Mountains 050018,Valid,L3,0.69,Found,2006.0
Grove Mountains 050020,Valid,L3,2.16,Found,2006.0
Grove Mountains 050023,Valid,L6,0.03,Found,2006.0
Grove Mountains 050024,Valid,L3,1.51,Found,2006.0
Grove Mountains 050033,Valid,L6,628.0,Found,2006.0
Grove Mountains 050034,Valid,L6,38.13,Found,2006.0
Grove Mountains 050035,Valid,L5,43.82,Found,2006.0
Grove Mountains 050036,Valid,L5,11.37,Found,2006.0
Grove Mountains 050037,Valid,L6,29.57,Found,2006.0
Grove Mountains 050038,Valid,L6,12.69,Found,2006.0
Grove Mountains 050042,Valid,L5,180.49,Found,2006.0
Grove Mountains 050043,Valid,L6,128.89,Found,2006.0
Grove Mountains 050044,Valid,L4,66.72,Found,2006.0
Grove Mountains 050045,Valid,L5,36.65,Found,2006.0
Grove Mountains 050046,Valid,L5,20.43,Found,2006.0
Grove Mountains 050047,Valid,L5,16.54,Found,2006.0
Grove Mountains 050048,Valid,L6,15.28,Found,2006.0
Grove Mountains 050050,Valid,L5,11.9,Found,2006.0
Grove Mountains 050051,Valid,L5,5.08,Found,2006.0
Grove Mountains 050057,Valid,L5,11.92,Found,2006.0
Grove Mountains 050058,Valid,L6,8.62,Found,2006.0
Grove Mountains 050059,Valid,L5,5.16,Found,2006.0
Grove Mountains 050062,Valid,L5,1.6,Found,2006.0
Grove Mountains 050077,Valid,L6,2.98,Found,2006.0
Grove Mountains 050084,Valid,L6,423.0,Found,2006.0
Grove Mountains 050091,Valid,L5,1.33,Found,2006.0
Grove Mountains 050104,Valid,L6,2.87,Found,2006.0
Grove Mountains 050106,Valid,L6,9.13,Found,2006.0
Grove Mountains 050110,Valid,L5,3.38,Found,2006.0
Grove Mountains 050111,Valid,L5,5.99,Found,2006.0
Grove Mountains 050114,Valid,L5,2.96,Found,2006.0
Grove Mountains 050118,Valid,L4,45.87,Found,2006.0
Grove Mountains 050119,Valid,L6 ,21.78,Found,2006.0
Grove Mountains 050121,Valid,L5,21.91,Found,2006.0
Grove Mountains 050123,Valid,L6,2.79,Found,2006.0
Grove Mountains 050125,Valid,L5,2.25,Found,2006.0
Grove Mountains 050128,Valid,L6,3695.0,Found,2006.0
Grove Mountains 050132,Valid,L4,0.36,Found,2006.0
Grove Mountains 050137,Valid,L5 ,0.51,Found,2006.0
Grove Mountains 050169,Valid,L5,2.89,Found,2006.0
Grove Mountains 050173,Valid,L5,2.21,Found,2006.0
Grove Mountains 050176,Valid,L6,74.33,Found,2006.0
Grove Mountains 050177,Valid,L4,3.48,Found,2006.0
Grove Mountains 050180,Valid,L5,16.67,Found,2006.0
Grove Mountains 050182,Valid,L5,26.93,Found,2006.0
Grove Mountains 050184,Valid,L6,2.17,Found,2006.0
Grove Mountains 050190,Valid,L6,8.93,Found,2006.0
Grove Mountains 050199,Valid,L5,80.4,Found,2006.0
Grove Mountains 050201,Valid,L3,72.26,Found,2006.0
Grove Mountains 050202,Valid,L3-6,51.2,Found,2006.0
Grove Mountains 050207,Valid,L6,3.3,Found,2006.0
Grove Mountains 050208,Valid,L4,2.53,Found,2006.0
Grove Mountains 050218,Valid,L5,1.81,Found,2006.0
Grove Mountains 050232,Valid,L5,1.32,Found,2006.0
Grove Mountains 050250,Valid,L6,2.93,Found,2006.0
Grove Mountains 050252,Valid,L5,1.8,Found,2006.0
Grove Mountains 050257,Valid,L5,0.5,Found,2006.0
Grove Mountains 050258,Valid,L6,0.5,Found,2006.0
Grove Mountains 050385,Valid,L5,6.72,Found,2006.0
Grove Mountains 050391,Valid,L6,2.18,Found,2006.0
Grove Mountains 050395,Valid,L6,6.06,Found,2006.0
Grove Mountains 050396,Valid,L5,3.88,Found,2006.0
Grove Mountains 050398,Valid,L6,11.05,Found,2006.0
Grove Mountains 050399,Valid,L6,8.7,Found,2006.0
Grove Mountains 050403,Valid,L5,15.61,Found,2006.0
Grove Mountains 050405,Valid,L5,6.51,Found,2006.0
Grove Mountains 050417,Valid,L6,12.54,Found,2006.0
Grove Mountains 050418,Valid,L5,0.81,Found,2006.0
Grove Mountains 050426,Valid,L6,0.51,Found,2006.0
Grove Mountains 050429,Valid,L6 ,0.5,Found,2006.0
Grove Mountains 050579,Valid,L6,2.43,Found,2006.0
Grove Mountains 050702,Valid,L5,2.26,Found,2006.0
Grove Mountains 050724,Valid,L4,0.51,Found,2006.0
Grove Mountains 050726,Valid,L5,0.51,Found,2006.0
Grove Mountains 050728,Valid,L6 ,0.5,Found,2006.0
Grove Mountains 051009,Valid,L6,0.5,Found,2006.0
Grove Mountains 051018,Valid,L6,0.51,Found,2006.0
Grove Mountains 051094,Valid,L6,1.18,Found,2006.0
Grove Mountains 051104,Valid,L6,0.51,Found,2006.0
Grove Mountains 051106,Valid,L6,0.5,Found,2006.0
Grove Mountains 051220,Valid,L5,1.4,Found,2006.0
Grove Mountains 051221,Valid,L5,1.39,Found,2006.0
Grove Mountains 051236,Valid,L6,0.51,Found,2006.0
Grove Mountains 051529,Valid,L5,24.36,Found,2006.0
Grove Mountains 051535,Valid,L5,29.64,Found,2006.0
Grove Mountains 051562,Valid,L6 ,21.7,Found,2006.0
Grove Mountains 051582,Valid,L6,1.32,Found,2006.0
Grove Mountains 051586,Valid,L5,20.94,Found,2006.0
Grove Mountains 051588,Valid,L5,4.05,Found,2006.0
Grove Mountains 051590,Valid,L6,2.21,Found,2006.0
Grove Mountains 051596,Valid,L5,8.31,Found,2006.0
Grove Mountains 051597,Valid,L5,4.02,Found,2006.0
Grove Mountains 051610,Valid,L6,7.56,Found,2006.0
Grove Mountains 051618,Valid,L6,161.77,Found,2006.0
Grove Mountains 051619,Valid,L4,188.02,Found,2006.0
Grove Mountains 051620,Valid,L5,183.73,Found,2006.0
Grove Mountains 051621,Valid,L6,11.57,Found,2006.0
Grove Mountains 051622,Valid,L5,233.0,Found,2006.0
Grove Mountains 051627,Valid,L6,172.52,Found,2006.0
Grove Mountains 051629,Valid,L6,103.37,Found,2006.0
Grove Mountains 051630,Valid,L6,78.57,Found,2006.0
Grove Mountains 051631,Valid,L6,71.28,Found,2006.0
Grove Mountains 051632,Valid,L6,81.52,Found,2006.0
Grove Mountains 051633,Valid,L5,35.23,Found,2006.0
Grove Mountains 051634,Valid,L5,50.69,Found,2006.0
Grove Mountains 051635,Valid,L5,27.62,Found,2006.0
Grove Mountains 051636,Valid,L5,79.7,Found,2006.0
Grove Mountains 051638,Valid,L5,146.39,Found,2006.0
Grove Mountains 051639,Valid,L6,47.78,Found,2006.0
Grove Mountains 051641,Valid,L6,27.95,Found,2006.0
Grove Mountains 051643,Valid,L5,31.07,Found,2006.0
Grove Mountains 051648,Valid,L6,56.18,Found,2006.0
Grove Mountains 051649,Valid,L6,28.72,Found,2006.0
Grove Mountains 051651,Valid,L6,22.92,Found,2006.0
Grove Mountains 051652,Valid,L5,13.33,Found,2006.0
Grove Mountains 051653,Valid,L5,16.31,Found,2006.0
Grove Mountains 051656,Valid,L5,2.46,Found,2006.0
Grove Mountains 051657,Valid,L4,2.81,Found,2006.0
Grove Mountains 051658,Valid,L4,2.59,Found,2006.0
Grove Mountains 051659,Valid,L5,2.07,Found,2006.0
Grove Mountains 051660,Valid,L6,1.59,Found,2006.0
