name,nametype,class,mass (g),discovery,year
Yamato 790429,Valid,H5,4.41,Found,1979.0
Yamato 790430,Valid,H5,4.88,Found,1979.0
Yamato 790431,Valid,H5,2.34,Found,1979.0
Yamato 790432,Valid,H4,30.15,Found,1979.0
Yamato 790433,Valid,H4,13.42,Found,1979.0
Yamato 790434,Valid,H4,8.62,Found,1979.0
Yamato 790435,Valid,H4,11.37,Found,1979.0
Yamato 790436,Valid,H4,7.83,Found,1979.0
Yamato 790437,Valid,H4,13.82,Found,1979.0
Yamato 790438,Valid,H4,6.84,Found,1979.0
Yamato 790439,Valid,H4,3.12,Found,1979.0
Yamato 790440,Valid,H4,6.24,Found,1979.0
Yamato 790443,Valid,H3.7,19.49,Found,1979.0
Yamato 790445,Valid,H5,1574.0,Found,1979.0
Yamato 790454,Valid,H5,10.1,Found,1979.0
Yamato 790460,Valid,H3.7,586.0,Found,1979.0
Yamato 790461,Valid,H3.7,778.9,Found,1979.0
Yamato 790463,Valid,H5,130.98,Found,1979.0
Yamato 790464,Valid,H5,55.49,Found,1979.0
Yamato 790465,Valid,H5,25.87,Found,1979.0
Yamato 790466,Valid,H5,18.56,Found,1979.0
Yamato 790467,Valid,H5,61.2,Found,1979.0
Yamato 790468,Valid,H5,14.71,Found,1979.0
Yamato 790469,Valid,H5,23.31,Found,1979.0
Yamato 790470,Valid,H5,17.07,Found,1979.0
Yamato 790471,Valid,H5,11.55,Found,1979.0
Yamato 790472,Valid,H5,8.25,Found,1979.0
Yamato 790473,Valid,H5,7.96,Found,1979.0
Yamato 790474,Valid,H5,11.86,Found,1979.0
Yamato 790475,Valid,H5,12.01,Found,1979.0
Yamato 790476,Valid,H5,11.11,Found,1979.0
Yamato 790477,Valid,H5,10.57,Found,1979.0
Yamato 790478,Valid,H5,9.05,Found,1979.0
Yamato 790479,Valid,H5,7.2,Found,1979.0
Yamato 790480,Valid,H5,3.08,Found,1979.0
Yamato 790481,Valid,H5,5.81,Found,1979.0
Yamato 790482,Valid,H5,2.0,Found,1979.0
Yamato 790483,Valid,H5,28.16,Found,1979.0
Yamato 790484,Valid,H5,17.2,Found,1979.0
Yamato 790485,Valid,H5,1.66,Found,1979.0
Yamato 790486,Valid,H5,0.67,Found,1979.0
Yamato 790491,Valid,H3,15.81,Found,1979.0
Yamato 790493,Valid,H4,9.07,Found,1979.0
Yamato 790494,Valid,H4,4.86,Found,1979.0
Yamato 790495,Valid,H4,3.54,Found,1979.0
Yamato 790496,Valid,H4,6.81,Found,1979.0
Yamato 790497,Valid,H4,2.85,Found,1979.0
Yamato 790498,Valid,H4,2.96,Found,1979.0
Yamato 790501,Valid,H4,37.16,Found,1979.0
Yamato 790502,Valid,H4,110.28,Found,1979.0
Yamato 790503,Valid,H4,40.1,Found,1979.0
Yamato 790508,Valid,H5,12.83,Found,1979.0
Yamato 790509,Valid,H4/5,45.93,Found,1979.0
Yamato 790510,Valid,H4/5,5.28,Found,1979.0
Yamato 790511,Valid,H4/5,6.62,Found,1979.0
Yamato 790512,Valid,H4/5,4.97,Found,1979.0
Yamato 790514,Valid,H5,68.86,Found,1979.0
Yamato 790518,Valid,H4,91.59,Found,1979.0
Yamato 790560,Valid,H4,37.71,Found,1979.0
Yamato 790725,Valid,H5,4.1,Found,1979.0
Yamato 790732,Valid,H5,35.01,Found,1979.0
Yamato 790742,Valid,H6,22.44,Found,1979.0
Yamato 790743,Valid,H6,17.96,Found,1979.0
Yamato 790745,Valid,H4,8.43,Found,1979.0
Yamato 790746,Valid,H5-6,465.9,Found,1979.0
Yamato 790747,Valid,H3,10.31,Found,1979.0
Yamato 790748,Valid,H6,498.8,Found,1979.0
Yamato 790749,Valid,H4,1714.8,Found,1979.0
Yamato 790754,Valid,H4,8.59,Found,1979.0
Yamato 790755,Valid,H5,7.37,Found,1979.0
Yamato 790756,Valid,H4,699.1,Found,1979.0
Yamato 790760,Valid,H4,301.2,Found,1979.0
Yamato 790761,Valid,H4,95.69,Found,1979.0
Yamato 790764,Valid,H5,8.82,Found,1979.0
Yamato 790769,Valid,H6,12.07,Found,1979.0
Yamato 790779,Valid,H4,30.62,Found,1979.0
Yamato 790780,Valid,H4,7.78,Found,1979.0
Yamato 790781,Valid,H4,122.39,Found,1979.0
Yamato 790797,Valid,H4,25.61,Found,1979.0
Yamato 790824,Valid,H4,10.47,Found,1979.0
Yamato 790833,Valid,H4/5,6.27,Found,1979.0
Yamato 790842,Valid,H4,7.32,Found,1979.0
Yamato 790846,Valid,H6,6.27,Found,1979.0
Yamato 790872,Valid,H4,3.8,Found,1979.0
Yamato 790944,Valid,H4,12.08,Found,1979.0
Yamato 790952,Valid,H4,8.32,Found,1979.0
Yamato 790953,Valid,H4,4.63,Found,1979.0
Yamato 790954,Valid,H4,4.6,Found,1979.0
Yamato 790960,Valid,H7,20.82,Found,1979.0
Yamato 790962,Valid,H3/4,0.92,Found,1979.0
Yamato 790963,Valid,H3/4,40.32,Found,1979.0
Yamato 790971,Valid,H5,8.72,Found,1979.0
Yamato 790972,Valid,H4/5,16.53,Found,1979.0
Yamato 790973,Valid,H4/5,17.05,Found,1979.0
Yamato 790974,Valid,H4/5,9.48,Found,1979.0
Yamato 790980,Valid,H4,95.58,Found,1979.0
Yamato 790985,Valid,H4,189.64,Found,1979.0
Yamato 790986,Valid,H3.7,135.79,Found,1979.0
Yamato 790987,Valid,H4,199.21,Found,1979.0
Yamato 790995,Valid,H4,4.32,Found,1979.0
Yamato 790996,Valid,H4,78.68,Found,1979.0
Yamato 790997,Valid,H5,177.93,Found,1979.0
Yamato 790998,Valid,H4,18.15,Found,1979.0
Yamato 791003,Valid,H5,24.45,Found,1979.0
Yamato 791004,Valid,H6,225.09,Found,1979.0
Yamato 791005,Valid,H5,11.15,Found,1979.0
Yamato 791006,Valid,H5,25.21,Found,1979.0
Yamato 791007,Valid,H5,147.15,Found,1979.0
Yamato 791009,Valid,H5,42.08,Found,1979.0
Yamato 791010,Valid,H5,73.18,Found,1979.0
Yamato 791011,Valid,H4,4.02,Found,1979.0
Yamato 791012,Valid,H4,14.56,Found,1979.0
Yamato 791013,Valid,H4,5.09,Found,1979.0
Yamato 791015,Valid,H6,4.74,Found,1979.0
Yamato 791017,Valid,H5,10.7,Found,1979.0
Yamato 791019,Valid,H5/6,18.29,Found,1979.0
Yamato 791020,Valid,H4/5,288.26,Found,1979.0
Yamato 791021,Valid,H4/5,5.48,Found,1979.0
Yamato 791024,Valid,H4,353.7,Found,1979.0
Yamato 791025,Valid,H4/5,106.8,Found,1979.0
Yamato 791026,Valid,H4,354.72,Found,1979.0
Yamato 791027,Valid,H5,646.0,Found,1979.0
Yamato 791028,Valid,H5,1053.0,Found,1979.0
Yamato 791029,Valid,H5,108.8,Found,1979.0
Yamato 791030,Valid,H5,43.18,Found,1979.0
Yamato 791031,Valid,H5,13.22,Found,1979.0
Yamato 791032,Valid,H5,6.64,Found,1979.0
Yamato 791033,Valid,H5,4.19,Found,1979.0
Yamato 791036,Valid,H4/5,122.82,Found,1979.0
Yamato 791037,Valid,H5,11.82,Found,1979.0
Yamato 791038,Valid,H3,26.33,Found,1979.0
Yamato 791039,Valid,H4,8.17,Found,1979.0
Yamato 791041,Valid,H5,62.77,Found,1979.0
Yamato 791042,Valid,H4/5,95.07,Found,1979.0
Yamato 791043,Valid,H6,23.3,Found,1979.0
Yamato 791045,Valid,H5,20.27,Found,1979.0
Yamato 791046,Valid,H5,10.63,Found,1979.0
Yamato 791047,Valid,H3.8,163.44,Found,1979.0
Yamato 791048,Valid,H6,205.53,Found,1979.0
Yamato 791050,Valid,H6,11.07,Found,1979.0
Yamato 791052,Valid,H3,4.55,Found,1979.0
Yamato 791053,Valid,H5,26.96,Found,1979.0
Yamato 791054,Valid,H4/5,13.58,Found,1979.0
Yamato 791055,Valid,H4/5,19.07,Found,1979.0
Yamato 791056,Valid,H6,38.28,Found,1979.0
Yamato 791057,Valid,H3.7,66.68,Found,1979.0
Yamato 791059,Valid,H6,12.3,Found,1979.0
Yamato 791060,Valid,H5/6,8.67,Found,1979.0
Yamato 791065,Valid,H6,9.56,Found,1979.0
Yamato 791066,Valid,H6,9.29,Found,1979.0
Yamato 791068,Valid,H5,18.07,Found,1979.0
Yamato 791069,Valid,H5/6,114.46,Found,1979.0
Yamato 791070,Valid,H6,5.63,Found,1979.0
Yamato 791075,Valid,H4,9.89,Found,1979.0
Yamato 791078,Valid,H4,37.03,Found,1979.0
Yamato 791085,Valid,H4,22.09,Found,1979.0
Yamato 791087,Valid,H3.7,579.84,Found,1979.0
Yamato 791088,Valid,H6,2138.0,Found,1979.0
Yamato 791089,Valid,H5,4.77,Found,1979.0
Yamato 791090,Valid,H5,81.39,Found,1979.0
Yamato 791092,Valid,H4,4.21,Found,1979.0
Yamato 791094,Valid,H4,1.17,Found,1979.0
Yamato 791095,Valid,H4,1.4,Found,1979.0
Yamato 791096,Valid,H4,75.59,Found,1979.0
Yamato 791097,Valid,H4,25.43,Found,1979.0
Yamato 791098,Valid,H4,20.25,Found,1979.0
Yamato 791105,Valid,H4,15.16,Found,1979.0
Yamato 791106,Valid,H6,409.89,Found,1979.0
Yamato 791113,Valid,H3,13.12,Found,1979.0
Yamato 791138,Valid,H4,1.24,Found,1979.0
Yamato 791140,Valid,H4,0.48,Found,1979.0
Yamato 791143,Valid,H4,190.39,Found,1979.0
Yamato 791144,Valid,H4,144.92,Found,1979.0
Yamato 791146,Valid,H5,94.24,Found,1979.0
Yamato 791147,Valid,H5,44.35,Found,1979.0
Yamato 791148,Valid,H3.6,58.36,Found,1979.0
Yamato 791151,Valid,H4,14.11,Found,1979.0
Yamato 791153,Valid,H4,3.17,Found,1979.0
Yamato 791155,Valid,H6,2.11,Found,1979.0
Yamato 791157,Valid,H4,48.44,Found,1979.0
Yamato 791158,Valid,H4,22.89,Found,1979.0
Yamato 791161,Valid,H6,4.05,Found,1979.0
Yamato 791162,Valid,H4,8.07,Found,1979.0
Yamato 791163,Valid,H4,3.99,Found,1979.0
Yamato 791165,Valid,H4,11.28,Found,1979.0
Yamato 791166,Valid,H5,4.81,Found,1979.0
Yamato 791169,Valid,H4,7.88,Found,1979.0
Yamato 791173,Valid,H4,5.41,Found,1979.0
Yamato 791175,Valid,H5,2.67,Found,1979.0
Yamato 791176,Valid,H5,2.39,Found,1979.0
Yamato 791177,Valid,H6,3.64,Found,1979.0
Yamato 791179,Valid,H5,7.89,Found,1979.0
Yamato 791180,Valid,H5,4.03,Found,1979.0
Yamato 791181,Valid,H5,4.67,Found,1979.0
Yamato 791182,Valid,H5,2.95,Found,1979.0
Yamato 791183,Valid,H5,2.71,Found,1979.0
Yamato 791184,Valid,H5,3.51,Found,1979.0
Yamato 791185,Valid,H5,5.86,Found,1979.0
Yamato 791205,Valid,H5,24.46,Found,1979.0
Yamato 791209,Valid,H5,3288.0,Found,1979.0
Yamato 791210,Valid,H4/5,355.09,Found,1979.0
Yamato 791211,Valid,H4/5,161.67,Found,1979.0
Yamato 791212,Valid,H4/5,104.79,Found,1979.0
Yamato 791213,Valid,H4/5,76.95,Found,1979.0
Yamato 791214,Valid,H4/5,88.21,Found,1979.0
Yamato 791215,Valid,H4/5,64.5,Found,1979.0
Yamato 791216,Valid,H4/5,130.0,Found,1979.0
Yamato 791217,Valid,H4,157.31,Found,1979.0
Yamato 791218,Valid,H4,40.04,Found,1979.0
Yamato 791219,Valid,H4/5,22.8,Found,1979.0
Yamato 791220,Valid,H4/5,31.03,Found,1979.0
Yamato 791221,Valid,H4/5,43.66,Found,1979.0
Yamato 791222,Valid,H4/5,40.57,Found,1979.0
Yamato 791223,Valid,H4/5,31.21,Found,1979.0
Yamato 791224,Valid,H4/5,26.51,Found,1979.0
Yamato 791225,Valid,H4/5,22.91,Found,1979.0
Yamato 791226,Valid,H4/5,24.86,Found,1979.0
Yamato 791227,Valid,H4/5,18.83,Found,1979.0
Yamato 791228,Valid,H4/5,22.92,Found,1979.0
Yamato 791229,Valid,H4/5,24.64,Found,1979.0
Yamato 791230,Valid,H4/5,16.11,Found,1979.0
Yamato 791231,Valid,H4/5,12.74,Found,1979.0
Yamato 791232,Valid,H4/5,18.69,Found,1979.0
Yamato 791233,Valid,H4/5,20.46,Found,1979.0
Yamato 791234,Valid,H4/5,14.08,Found,1979.0
Yamato 791235,Valid,H4/5,10.65,Found,1979.0
Yamato 791236,Valid,H4/5,19.35,Found,1979.0
Yamato 791237,Valid,H4/5,10.14,Found,1979.0
Yamato 791238,Valid,H4/5,11.68,Found,1979.0
Yamato 791239,Valid,H4/5,8.04,Found,1979.0
Yamato 791240,Valid,H4/5,7.92,Found,1979.0
Yamato 791241,Valid,H4/5,10.73,Found,1979.0
Yamato 791242,Valid,H4/5,8.52,Found,1979.0
Yamato 791243,Valid,H4/5,9.75,Found,1979.0
Yamato 791244,Valid,H4/5,5.85,Found,1979.0
Yamato 791245,Valid,H4/5,7.54,Found,1979.0
Yamato 791246,Valid,H4/5,11.01,Found,1979.0
Yamato 791247,Valid,H4/5,5.84,Found,1979.0
Yamato 791248,Valid,H4/5,6.45,Found,1979.0
Yamato 791249,Valid,H4/5,9.03,Found,1979.0
Yamato 791250,Valid,H4/5,6.78,Found,1979.0
Yamato 791251,Valid,H4/5,6.61,Found,1979.0
Yamato 791252,Valid,H4/5,6.44,Found,1979.0
Yamato 791253,Valid,H4/5,6.54,Found,1979.0
Yamato 791254,Valid,H4/5,6.22,Found,1979.0
Yamato 791255,Valid,H6,10.4,Found,1979.0
Yamato 791256,Valid,H4/5,5.62,Found,1979.0
Yamato 791257,Valid,H4/5,6.86,Found,1979.0
Yamato 791258,Valid,H4/5,7.77,Found,1979.0
Yamato 791259,Valid,H4/5,6.3,Found,1979.0
Yamato 791260,Valid,H4/5,5.99,Found,1979.0
Yamato 791261,Valid,H4/5,4.46,Found,1979.0
Yamato 791262,Valid,H4/5,5.62,Found,1979.0
Yamato 791263,Valid,H4/5,5.27,Found,1979.0
Yamato 791264,Valid,H4/5,4.22,Found,1979.0
Yamato 791265,Valid,H4/5,5.37,Found,1979.0
Yamato 791266,Valid,H4/5,4.4,Found,1979.0
Yamato 791267,Valid,H4/5,3.86,Found,1979.0
Yamato 791268,Valid,H4/5,5.31,Found,1979.0
Yamato 791269,Valid,H4/5,4.14,Found,1979.0
Yamato 791271,Valid,H4/5,4.74,Found,1979.0
Yamato 791272,Valid,H4/5,4.03,Found,1979.0
Yamato 791273,Valid,H4/5,4.49,Found,1979.0
Yamato 791274,Valid,H4/5,3.72,Found,1979.0
Yamato 791275,Valid,H4/5,4.5,Found,1979.0
Yamato 791276,Valid,H4/5,3.56,Found,1979.0
Yamato 791277,Valid,H4/5,4.1,Found,1979.0
Yamato 791278,Valid,H4/5,2.62,Found,1979.0
Yamato 791279,Valid,H4/5,2.67,Found,1979.0
Yamato 791280,Valid,H4/5,3.04,Found,1979.0
Yamato 791281,Valid,H4/5,3.82,Found,1979.0
Yamato 791282,Valid,H4/5,3.29,Found,1979.0
Yamato 791283,Valid,H4/5,5.11,Found,1979.0
Yamato 791284,Valid,H4/5,4.03,Found,1979.0
Yamato 791285,Valid,H4/5,4.61,Found,1979.0
Yamato 791286,Valid,H4/5,3.79,Found,1979.0
Yamato 791287,Valid,H4/5,2.66,Found,1979.0
Yamato 791288,Valid,H4/5,2.68,Found,1979.0
Yamato 791289,Valid,H4/5,3.96,Found,1979.0
Yamato 791290,Valid,H4/5,2.74,Found,1979.0
Yamato 791291,Valid,H4/5,2.77,Found,1979.0
Yamato 791292,Valid,H4/5,2.6,Found,1979.0
Yamato 791293,Valid,H4/5,2.2,Found,1979.0
Yamato 791294,Valid,H4/5,3.5,Found,1979.0
Yamato 791295,Valid,H4/5,3.99,Found,1979.0
Yamato 791296,Valid,H4/5,3.6,Found,1979.0
Yamato 791297,Valid,H4/5,3.93,Found,1979.0
Yamato 791298,Valid,H4/5,2.69,Found,1979.0
Yamato 791299,Valid,H4/5,3.72,Found,1979.0
Yamato 791300,Valid,H4/5,2.37,Found,1979.0
Yamato 791301,Valid,H4/5,3.06,Found,1979.0
Yamato 791302,Valid,H4/5,2.39,Found,1979.0
Yamato 791303,Valid,H4/5,2.49,Found,1979.0
Yamato 791304,Valid,H4/5,2.48,Found,1979.0
Yamato 791305,Valid,H4/5,2.81,Found,1979.0
Yamato 791306,Valid,H4/5,2.51,Found,1979.0
Yamato 791307,Valid,H4/5,3.07,Found,1979.0
Yamato 791308,Valid,H4/5,2.84,Found,1979.0
Yamato 791309,Valid,H4/5,2.58,Found,1979.0
Yamato 791310,Valid,H4/5,32.05,Found,1979.0
Yamato 791311,Valid,H4/5,51.73,Found,1979.0
Yamato 791312,Valid,H4/5,1841.0,Found,1979.0
Yamato 791313,Valid,H5,640.0,Found,1979.0
Yamato 791314,Valid,H4,626.0,Found,1979.0
Yamato 791315,Valid,H4,352.57,Found,1979.0
Yamato 791320,Valid,H6,128.09,Found,1979.0
Yamato 791321,Valid,H6,65.21,Found,1979.0
Yamato 791323,Valid,H5,134.2,Found,1979.0
Yamato 791325,Valid,H3,9.02,Found,1979.0
Yamato 791327,Valid,H4,5.26,Found,1979.0
Yamato 791328,Valid,H5,4.36,Found,1979.0
Yamato 791329,Valid,H4,5.52,Found,1979.0
Yamato 791330,Valid,H5,3.0,Found,1979.0
Yamato 791331,Valid,H5,2.35,Found,1979.0
Yamato 791333,Valid,H4,1.84,Found,1979.0
Yamato 791334,Valid,H5,1.84,Found,1979.0
Yamato 791335,Valid,H5,1.79,Found,1979.0
Yamato 791336,Valid,H4,1.47,Found,1979.0
Yamato 791338,Valid,H3,1.46,Found,1979.0
Yamato 791339,Valid,H4,1.01,Found,1979.0
Yamato 791340,Valid,H3.8,34.2,Found,1979.0
Yamato 791344,Valid,H4,10.74,Found,1979.0
Yamato 791345,Valid,H4,8.7,Found,1979.0
Yamato 791346,Valid,H4,6.6,Found,1979.0
Yamato 791347,Valid,H5,14.57,Found,1979.0
Yamato 791348,Valid,H4,13.36,Found,1979.0
Yamato 791349,Valid,H6,10.72,Found,1979.0
Yamato 791351,Valid,H4,6.15,Found,1979.0
Yamato 791353,Valid,H6,6.32,Found,1979.0
Yamato 791354,Valid,H3,5.2,Found,1979.0
Yamato 791355,Valid,H4,4.71,Found,1979.0
Yamato 791358,Valid,H4,2.74,Found,1979.0
Yamato 791359,Valid,H5/6,2.05,Found,1979.0
Yamato 791360,Valid,H4,2.14,Found,1979.0
Yamato 791363,Valid,H5,6.83,Found,1979.0
Yamato 791364,Valid,H5,45.04,Found,1979.0
Yamato 791367,Valid,H6,15.2,Found,1979.0
Yamato 791370,Valid,H3,9.07,Found,1979.0
Yamato 791372,Valid,H4,5.3,Found,1979.0
Yamato 791373,Valid,H4,8.71,Found,1979.0
Yamato 791375,Valid,H5,5.2,Found,1979.0
Yamato 791377,Valid,H3,4.74,Found,1979.0
Yamato 791382,Valid,H5,16.36,Found,1979.0
Yamato 791383,Valid,H4,11.96,Found,1979.0
Yamato 791385,Valid,H4,13.63,Found,1979.0
Yamato 791386,Valid,H4,3.83,Found,1979.0
Yamato 791387,Valid,H3,3.92,Found,1979.0
Yamato 791389,Valid,H4,3.74,Found,1979.0
Yamato 791392,Valid,H5,3.08,Found,1979.0
Yamato 791398,Valid,H5,0.96,Found,1979.0
Yamato 791406,Valid,H4,2048.0,Found,1979.0
Yamato 791407,Valid,H4,58.1,Found,1979.0
Yamato 791408,Valid,H4,45.93,Found,1979.0
Yamato 791409,Valid,H4,54.16,Found,1979.0
Yamato 791411,Valid,H6,4.96,Found,1979.0
Yamato 791419,Valid,H6,37.61,Found,1979.0
Yamato 791420,Valid,H4,18.91,Found,1979.0
Yamato 791423,Valid,H5,3.66,Found,1979.0
Yamato 791425,Valid,H4,4.36,Found,1979.0
Yamato 791427,Valid,H5,507.05,Found,1979.0
Yamato 791428,Valid,H3.7,548.94,Found,1979.0
Yamato 791430,Valid,H6,45.93,Found,1979.0
Yamato 791434,Valid,H4,265.2,Found,1979.0
Yamato 791435,Valid,H4,15.09,Found,1979.0
Yamato 791436,Valid,H6,6.68,Found,1979.0
Yamato 791437,Valid,H6,28.2,Found,1979.0
Yamato 791444,Valid,H4,550.84,Found,1979.0
Yamato 791445,Valid,H6,4.75,Found,1979.0
Yamato 791446,Valid,H4,17.6,Found,1979.0
Yamato 791447,Valid,H4,1.99,Found,1979.0
Yamato 791453,Valid,H4,158.89,Found,1979.0
Yamato 791454,Valid,H4,8.4,Found,1979.0
Yamato 791457,Valid,H4,41.39,Found,1979.0
Yamato 791458,Valid,H4,8.04,Found,1979.0
Yamato 791462,Valid,H5,94.23,Found,1979.0
Yamato 791464,Valid,H4,18.02,Found,1979.0
Yamato 791465,Valid,H6,3.23,Found,1979.0
Yamato 791468,Valid,H5,11.29,Found,1979.0
Yamato 791469,Valid,H4,5.09,Found,1979.0
Yamato 791470,Valid,H5,6.96,Found,1979.0
Yamato 791472,Valid,H3,7.0,Found,1979.0
Yamato 791473,Valid,H4,6.81,Found,1979.0
Yamato 791474,Valid,H4/5,67.05,Found,1979.0
Yamato 791475,Valid,H4/5,14.38,Found,1979.0
Yamato 791476,Valid,H4/5,23.47,Found,1979.0
Yamato 791477,Valid,H4/5,214.87,Found,1979.0
Yamato 791478,Valid,H4,146.95,Found,1979.0
Yamato 791479,Valid,H4/5,1.39,Found,1979.0
Yamato 791480,Valid,H4/5,6.74,Found,1979.0
Yamato 791481,Valid,H4/5,2.13,Found,1979.0
Yamato 791482,Valid,H4,352.62,Found,1979.0
Yamato 791488,Valid,H5,8.08,Found,1979.0
Yamato 791490,Valid,H5,10.09,Found,1979.0
Yamato 791495,Valid,H5,45.29,Found,1979.0
Yamato 791500,Valid,H3/4,1252.0,Found,1979.0
Yamato 791501,Valid,H4,283.1,Found,1979.0
Yamato 791502,Valid,H3/4,131.02,Found,1979.0
Yamato 791503,Valid,H5,55.11,Found,1979.0
Yamato 791504,Valid,H4,41.55,Found,1979.0
Yamato 791505,Valid,H4,31.11,Found,1979.0
Yamato 791506,Valid,H5,16.62,Found,1979.0
Yamato 791507,Valid,H5,12.77,Found,1979.0
Yamato 791508,Valid,H5,12.81,Found,1979.0
Yamato 791509,Valid,H5,9.9,Found,1979.0
Yamato 791511,Valid,H5,10.34,Found,1979.0
Yamato 791512,Valid,H5,4.69,Found,1979.0
Yamato 791513,Valid,H5,3.97,Found,1979.0
Yamato 791514,Valid,H5,1.63,Found,1979.0
Yamato 791515,Valid,H5,2.21,Found,1979.0
Yamato 791519,Valid,H4,26.89,Found,1979.0
Yamato 791524,Valid,H4,0.68,Found,1979.0
Yamato 791526,Valid,H6,6.47,Found,1979.0
Yamato 791527,Valid,H4,4.14,Found,1979.0
Yamato 791535,Valid,H4,15.52,Found,1979.0
Yamato 791537,Valid,H3.6,66.18,Found,1979.0
Yamato 791544,Valid,H6,1.58,Found,1979.0
Yamato 791546,Valid,H4,76.87,Found,1979.0
Yamato 791547,Valid,H4,2.92,Found,1979.0
Yamato 791548,Valid,H4,2.1,Found,1979.0
Yamato 791549,Valid,H4,1.9,Found,1979.0
Yamato 791550,Valid,H4,1.17,Found,1979.0
Yamato 791555,Valid,H6,1.06,Found,1979.0
Yamato 791556,Valid,H5,129.25,Found,1979.0
Yamato 791559,Valid,H6,26.21,Found,1979.0
Yamato 791560,Valid,H4,61.67,Found,1979.0
Yamato 791561,Valid,H4,54.27,Found,1979.0
Yamato 791562,Valid,H4,205.32,Found,1979.0
Yamato 791563,Valid,H4,487.87,Found,1979.0
Yamato 791564,Valid,H4,84.31,Found,1979.0
Yamato 791565,Valid,H4,8.13,Found,1979.0
Yamato 791567,Valid,H4,67.98,Found,1979.0
Yamato 791572,Valid,H4,6.31,Found,1979.0
Yamato 791589,Valid,H6,3.91,Found,1979.0
Yamato 791590,Valid,H4,20.57,Found,1979.0
Yamato 791595,Valid,H5,5.84,Found,1979.0
Yamato 791597,Valid,H6,147.99,Found,1979.0
Yamato 791600,Valid,H4,0.74,Found,1979.0
Yamato 791602,Valid,H6,3.35,Found,1979.0
Yamato 791604,Valid,H4,297.44,Found,1979.0
Yamato 791605,Valid,H5,112.63,Found,1979.0
Yamato 791606,Valid,H4,182.4,Found,1979.0
Yamato 791607,Valid,H5,55.63,Found,1979.0
Yamato 791608,Valid,H5,19.77,Found,1979.0
Yamato 791609,Valid,H5,18.9,Found,1979.0
Yamato 791610,Valid,H5,22.61,Found,1979.0
Yamato 791611,Valid,H5,14.85,Found,1979.0
Yamato 791612,Valid,H5,15.97,Found,1979.0
Yamato 791613,Valid,H5,15.5,Found,1979.0
Yamato 791614,Valid,H5,21.47,Found,1979.0
Yamato 791615,Valid,H5,18.22,Found,1979.0
Yamato 791616,Valid,H5,7.29,Found,1979.0
Yamato 791617,Valid,H5,8.93,Found,1979.0
Yamato 791618,Valid,H5,6.7,Found,1979.0
Yamato 791619,Valid,H4/5,4.01,Found,1979.0
Yamato 791620,Valid,H4/5,5.86,Found,1979.0
Yamato 791621,Valid,H4/5,2.44,Found,1979.0
Yamato 791622,Valid,H4/5,1.91,Found,1979.0
Yamato 791623,Valid,H4/5,1.73,Found,1979.0
Yamato 791624,Valid,H4/5,1.07,Found,1979.0
Yamato 791625,Valid,H4/5,1.4,Found,1979.0
Yamato 791626,Valid,H4/5,1.32,Found,1979.0
Yamato 791629,Valid,H4,128.02,Found,1979.0
Yamato 791631,Valid,H5,12.3,Found,1979.0
Yamato 791639,Valid,H5,13.66,Found,1979.0
Yamato 791640,Valid,H3,8.69,Found,1979.0
Yamato 791652,Valid,H6,349.1,Found,1979.0
Yamato 791658,Valid,H4,14.87,Found,1979.0
Yamato 791663,Valid,H4,50.42,Found,1979.0
Yamato 791664,Valid,H4,45.54,Found,1979.0
Yamato 791665,Valid,H4,20.15,Found,1979.0
Yamato 791666,Valid,H4,9.94,Found,1979.0
Yamato 791667,Valid,H4,0.45,Found,1979.0
Yamato 791673,Valid,H4,2.64,Found,1979.0
Yamato 791684,Valid,H5,33.01,Found,1979.0
Yamato 791685,Valid,H5,27.02,Found,1979.0
Yamato 791686,Valid,H5,19.03,Found,1979.0
Yamato 791687,Valid,H5,6.82,Found,1979.0
Yamato 791688,Valid,H5,5.67,Found,1979.0
Yamato 791689,Valid,H5,2.68,Found,1979.0
Yamato 791690,Valid,H5,2.26,Found,1979.0
Yamato 791691,Valid,H5,1.06,Found,1979.0
Yamato 791692,Valid,H5,0.4,Found,1979.0
Yamato 791699,Valid,H4,2.91,Found,1979.0
Yamato 791716,Valid,H4,193.21,Found,1979.0
Yamato 791726,Valid,H4,4.98,Found,1979.0
Yamato 791728,Valid,H4,48.2,Found,1979.0
Yamato 791729,Valid,H4,51.3,Found,1979.0
Yamato 791730,Valid,H4,34.8,Found,1979.0
Yamato 791731,Valid,H4,24.83,Found,1979.0
Yamato 791732,Valid,H4,25.52,Found,1979.0
Yamato 791733,Valid,H4,15.59,Found,1979.0
Yamato 791734,Valid,H4,19.47,Found,1979.0
Yamato 791735,Valid,H4,11.79,Found,1979.0
Yamato 791736,Valid,H4,14.61,Found,1979.0
Yamato 791737,Valid,H4,15.34,Found,1979.0
Yamato 791738,Valid,H4,9.38,Found,1979.0
Yamato 791739,Valid,H4,8.42,Found,1979.0
Yamato 791740,Valid,H4,14.54,Found,1979.0
Yamato 791741,Valid,H4,11.23,Found,1979.0
Yamato 791742,Valid,H4,1.84,Found,1979.0
Yamato 791749,Valid,H5,2.01,Found,1979.0
Yamato 791774,Valid,H6,37.5,Found,1979.0
Yamato 791775,Valid,H6,110.58,Found,1979.0
Yamato 791776,Valid,H6,2543.0,Found,1979.0
Yamato 791777,Valid,H6,43.81,Found,1979.0
Yamato 791778,Valid,H6,7.74,Found,1979.0
